cliente_id;idade;profissao;estado;renda_mensal;data_cadastro;num_compras;valor_total_gasto;modelo_preferido;satisfacao_cliente;canal_aquisicao
6743;32;Advogado;SP;10808,64;2024-02-28;1;289,04;Slip-on;4,0;Facebook Ads
6744;26;Vendas;RS;7579,61;2024-01-23;1;305,86;Runner;5,0;Google Ads
6745;32;Product Manager;CE;13635,85;2024-08-28;1;329,91;Classic;5,0;YouTube
6746;44;Designer;SP;12714,67;2024-01-11;3;1171,93;Runner;5,0;Indicação
6747;29;Analista de Dados;SP;9232,54;2024-01-15;2;751,45;Classic;5,0;LinkedIn
6748;28;Psicólogo;SP;5806,11;2024-04-18;1;388,35;Slip-on;4,5;Outros
6749;22;Administrador;PR;5534,82;2024-03-30;1;361,07;Runner;5,0;Google Ads
6750;23;Vendas;MG;5321,51;2024-07-09;1;315,45;Runner;4,5;Facebook Ads
6751;32;UX/UI Designer;MG;11581,29;2024-11-20;1;296,7;Classic;5,0;Indicação
6752;24;Product Manager;SP;14952,91;2024-12-18;1;311,81;Slip-on;4,5;Instagram
6753;35;Product Manager;RS;15984,08;2024-06-19;1;307,97;Runner;4,5;Google Ads
6754;25;Vendas;RJ;6112,49;2024-04-08;1;361,23;Classic;4,5;Facebook Ads
6755;28;Gerente de Projetos;SP;9450,82;2024-12-26;1;354,02;Classic;5,0;Indicação
6756;26;Desenvolvedor;PR;10516,28;2024-02-15;2;604,79;Slip-on;5,0;Instagram
6757;24;Arquiteto;PR;8887,75;2024-09-26;2;625,73;Runner;4,5;Indicação
6758;26;Designer;SP;6960,4;2024-06-23;1;343,46;Runner;5,0;YouTube
6759;29;Psicólogo;RS;6003,36;2024-05-09;1;345,78;Runner;4,5;SEO
6760;31;Médico;SP;15233,24;2024-03-15;3;1059,72;Runner;5,0;Instagram
6761;29;Analista de Dados;SP;9576,6;2024-09-10;2;621,37;Classic;4,5;Google Ads
6762;27;Vendas;SP;6213,36;2024-12-08;1;293,55;Classic;5,0;Facebook Ads
6763;34;Gerente de Projetos;SC;15860,39;2024-02-17;1;273,96;Classic;4,5;Google Ads
6764;30;Engenheiro;MG;9088,55;2024-09-12;1;351,73;Runner;3,5;Indicação
6765;23;Product Manager;AL;12990,08;2024-04-27;2;518,36;Classic;5,0;Instagram
6766;24;Designer;RR;7464,71;2024-10-08;1;299,02;Classic;4,5;Indicação
6767;30;Designer;PR;8423,53;2024-04-15;1;324,56;Slip-on;5,0;LinkedIn
6768;32;Vendas;SP;8965,71;2024-07-30;1;297,29;Classic;4,5;Google Ads
6769;27;Marketing;SP;6790,08;2024-09-06;1;315,5;Runner;4,5;Google Ads
6770;32;Vendas;MG;8625,06;2024-11-02;1;338,97;Classic;4,5;LinkedIn
6771;23;Product Manager;SP;10743,93;2024-05-30;2;610,0;Classic;3,5;Google Ads
6772;33;Médico;SP;22889,08;2024-07-06;2;587,38;Classic;4,5;Instagram
6773;36;Product Manager;PR;19423,06;2024-01-06;2;640,39;Runner;5,0;Instagram
6774;29;Desenvolvedor;SP;10531,53;2024-02-06;3;1034,15;Classic;5,0;SEO
6775;35;Contador;BA;10204,02;2024-11-17;1;353,72;Classic;4,0;LinkedIn
6776;29;Psicólogo;SP;8185,7;2024-12-09;1;378,94;Runner;5,0;Google Ads
6777;29;Analista de Dados;SP;10201,46;2024-03-18;2;619,42;Classic;5,0;Instagram
6778;22;Publicitário;SP;6771,75;2024-03-07;1;388,2;Runner;4,5;SEO
6779;30;Analista de Dados;DF;11528,87;2024-09-10;2;701,37;Classic;4,5;LinkedIn
6780;27;Publicitário;SP;6906,27;2024-09-06;1;300,68;Classic;4,5;Facebook Ads
6781;27;Jornalista;SP;4388,76;2024-02-13;3;979,59;Classic;5,0;Facebook Ads
6782;36;Desenvolvedor;SP;10189,26;2024-03-12;2;695,5;Classic;5,0;Facebook Ads
6783;34;Vendas;SP;7524,27;2024-02-11;3;948,74;Runner;4,0;Instagram
6784;29;Analista de Dados;SP;9288,22;2024-08-17;1;300,53;Runner;4,0;Facebook Ads
6785;29;Analista de Dados;RS;12082,01;2024-07-23;1;285,11;Runner;3,5;YouTube
6786;26;Desenvolvedor;SP;8849,94;2024-12-10;1;339,3;Classic;4,5;Indicação
6787;38;UX/UI Designer;MG;11062,49;2024-02-24;3;1037,35;Runner;4,5;Google Ads
6788;28;Administrador;RS;9703,61;2024-04-02;1;309,12;Slip-on;4,0;Indicação
6789;32;Desenvolvedor;CE;10059,64;2024-05-19;1;288,33;Classic;4,5;Instagram
6790;30;Médico;DF;20778,86;2024-09-27;1;323,91;Classic;5,0;SEO
6791;30;Jornalista;AP;7252,21;2024-10-10;1;311,41;Classic;5,0;Facebook Ads
6792;26;Desenvolvedor;SC;8871,76;2024-12-23;1;344,72;Classic;5,0;Indicação
6793;26;Jornalista;SC;5810,98;2024-04-24;1;283,44;Runner;5,0;Indicação
6794;27;UX/UI Designer;DF;10184,77;2024-11-21;1;315,3;Classic;4,5;Facebook Ads
6795;25;Analista de Dados;GO;7671,3;2024-09-16;1;296,08;Slip-on;4,0;Indicação
6796;34;Desenvolvedor;AM;10244,71;2024-09-30;1;373,77;Runner;4,5;Facebook Ads
6797;35;Desenvolvedor;SP;9508,58;2024-11-17;1;330,99;Classic;5,0;YouTube
6798;33;Vendas;MG;9099,79;2024-05-17;1;295,96;Runner;5,0;Instagram
6799;31;Advogado;SP;8596,37;2024-04-20;2;691,89;Classic;4,5;Facebook Ads
6800;29;Psicólogo;ES;7349,54;2024-04-29;2;654,21;Classic;3,5;YouTube
6801;24;Gerente de Projetos;MG;11546,23;2024-07-21;1;291,13;Classic;4,0;Google Ads
6802;33;Gerente de Projetos;MG;14114,78;2024-08-30;2;559,48;Runner;5,0;Google Ads
6803;38;Desenvolvedor;SP;11249,38;2024-03-01;1;358,18;Classic;4,5;LinkedIn
6804;24;Vendas;SP;5766,78;2024-03-11;2;733,55;Runner;5,0;YouTube
6805;28;Jornalista;SP;4501,35;2024-04-05;1;381,89;Slip-on;5,0;Google Ads
6806;30;Outros;SP;8254,95;2024-01-04;1;304,4;Classic;5,0;Instagram
6807;37;Outros;AM;7064,63;2024-05-23;1;309,65;Slip-on;4,5;Facebook Ads
6808;32;Desenvolvedor;SP;11340,58;2024-12-27;1;325,95;Classic;4,5;Google Ads
6809;24;Analista de Dados;PE;8519,09;2024-09-12;1;354,63;Classic;4,0;SEO
6810;31;Publicitário;PR;8495,86;2024-08-04;1;326,75;Runner;5,0;Google Ads
6811;25;Publicitário;RN;8033,76;2024-01-12;4;1542,87;Classic;4,0;Facebook Ads
6812;25;Desenvolvedor;CE;11024,09;2024-04-24;3;987,76;Slip-on;4,5;SEO
6813;27;Marketing;MG;9091,21;2024-02-24;1;396,48;Classic;4,5;Google Ads
6814;37;Desenvolvedor;MG;13417,78;2024-03-16;2;686,89;Classic;5,0;Outros
6815;26;Outros;PA;5381,28;2024-02-27;2;623,94;Runner;5,0;Google Ads
6816;29;Consultor;SP;15332,72;2024-10-14;1;322,49;Classic;5,0;Facebook Ads
6817;40;Marketing;SP;10285,18;2024-03-18;3;880,5;Slip-on;5,0;SEO
6818;36;Publicitário;RS;7531,64;2024-03-08;2;581,63;Classic;5,0;Indicação
6819;29;Outros;PR;8091,09;2024-01-28;2;559,46;Slip-on;4,5;Facebook Ads
6820;32;Analista de Dados;RJ;13523,3;2024-12-15;1;343,09;Classic;5,0;SEO
6821;29;Designer;SC;8736,47;2024-12-04;1;335,06;Classic;5,0;Instagram
6822;29;Outros;DF;6236,27;2024-12-12;1;348,55;Runner;4,5;Facebook Ads
6823;29;Engenheiro;SP;13776,89;2024-10-12;2;642,09;Classic;4,5;SEO
6824;29;Designer;PR;6288,73;2024-07-31;1;277,6;Runner;5,0;Indicação
6825;28;Desenvolvedor;DF;8062,43;2024-07-01;1;331,54;Runner;4,5;Instagram
6826;32;Desenvolvedor;SP;12551,53;2024-10-30;1;292,8;Classic;5,0;Facebook Ads
6827;34;Product Manager;RS;19590,84;2024-05-01;1;309,76;Classic;5,0;SEO
6828;28;Designer;SP;7579,55;2024-10-20;2;621,89;Classic;4,5;Facebook Ads
6829;25;Engenheiro;SP;8860,9;2024-08-07;2;695,93;Classic;4,5;Facebook Ads
6830;33;Jornalista;RJ;6372,21;2024-10-24;1;353,1;Classic;4,5;Facebook Ads
6831;32;Designer;PE;7886,53;2024-01-03;3;918,01;Classic;4,5;Indicação
6832;33;Vendas;DF;9430,67;2024-12-19;1;322,05;Runner;4,5;Google Ads
6833;30;Vendas;SP;7725,41;2024-03-06;2;688,83;Slip-on;5,0;Google Ads
6834;29;Designer;SC;6217,08;2024-10-08;2;567,31;Slip-on;4,5;Indicação
6835;28;Médico;SP;18498,12;2024-07-31;2;638,8;Classic;4,0;Indicação
6836;25;Outros;MG;7410,41;2024-02-04;1;309,1;Slip-on;4,5;Indicação
6837;30;Jornalista;SP;7276,02;2024-06-27;3;1175,0;Classic;4,0;YouTube
6838;32;Engenheiro;SC;9998,26;2024-07-30;1;344,11;Classic;5,0;Google Ads
6839;34;Arquiteto;MG;11328,36;2024-04-06;2;579,45;Slip-on;4,5;Google Ads
6840;25;Professor;SP;4872,56;2024-07-23;2;625,39;Classic;4,5;Indicação
6841;30;Product Manager;SP;17821,22;2024-07-07;1;380,51;Classic;4,5;SEO
6842;28;Marketing;MG;9673,05;2024-05-15;2;621,76;Classic;3,5;SEO
6843;28;Product Manager;SC;16810,09;2024-09-28;3;1091,23;Slip-on;4,5;LinkedIn
6844;26;Engenheiro;SP;7977,3;2024-11-11;2;603,1;Runner;4,5;Google Ads
6845;28;Vendas;SC;5881,7;2024-11-17;1;291,02;Classic;5,0;Instagram
6846;39;Desenvolvedor;RJ;13843,38;2024-03-22;3;1150,01;Runner;4,5;Facebook Ads
6847;25;Outros;SP;7206,24;2024-04-28;2;580,88;Slip-on;4,5;Google Ads
6848;27;Analista de Dados;SP;9667,23;2024-10-11;1;307,28;Classic;5,0;Indicação
6849;34;Gerente de Projetos;MG;12878,02;2024-03-04;3;1095,5;Classic;4,0;Google Ads
6850;32;Desenvolvedor;GO;10112,61;2024-06-10;1;287,23;Classic;5,0;Google Ads
6851;33;Jornalista;ES;7790,09;2024-03-01;1;331,75;Slip-on;4,5;Instagram
6852;22;Arquiteto;SP;6289,6;2024-09-19;1;309,63;Runner;5,0;YouTube
6853;28;Publicitário;PE;9571,48;2024-08-02;1;347,9;Classic;4,5;Facebook Ads
6854;31;Analista de Dados;SP;10551,09;2024-01-16;2;516,45;Classic;5,0;Instagram
6855;22;Desenvolvedor;SC;7339,21;2024-03-13;1;333,96;Classic;5,0;SEO
6856;29;Gerente de Projetos;RJ;11004,39;2024-10-15;3;942,55;Classic;4,5;Indicação
6857;29;Analista de Dados;PR;11738,0;2024-10-11;2;607,34;Classic;5,0;SEO
6858;26;UX/UI Designer;PR;6833,73;2024-11-06;1;302,06;Runner;5,0;Facebook Ads
6859;31;Psicólogo;SP;9064,32;2024-03-12;2;580,62;Classic;5,0;Instagram
6860;26;Gerente de Projetos;PR;12886,0;2024-10-20;2;717,23;Runner;5,0;Indicação
6861;25;Designer;SP;5879,8;2024-11-29;1;295,3;Classic;5,0;Facebook Ads
6862;23;Analista de Dados;AM;8175,83;2024-04-07;2;539,19;Runner;5,0;Google Ads
6863;39;Marketing;MT;10634,29;2024-03-15;1;329,95;Slip-on;4,5;Google Ads
6864;30;Administrador;RJ;6474,59;2024-11-08;1;311,77;Runner;4,5;Facebook Ads
6865;32;Marketing;RS;7415,09;2024-08-10;1;384,93;Classic;5,0;Indicação
6866;28;Publicitário;RS;7455,88;2024-04-18;2;632,21;Runner;5,0;Instagram
6867;29;Analista de Dados;MG;11986,67;2024-09-14;1;347,97;Classic;4,5;Facebook Ads
6868;28;Contador;SP;8528,88;2024-11-11;2;766,79;Runner;5,0;Facebook Ads
6869;29;Desenvolvedor;MG;7725,48;2024-11-17;1;320,92;Classic;5,0;Instagram
6870;26;Médico;SP;12758,02;2024-11-04;1;345,67;Slip-on;4,0;Instagram
6871;24;Marketing;SP;5977,86;2024-11-18;1;323,83;Runner;5,0;Indicação
6872;29;Desenvolvedor;DF;11851,88;2024-02-22;1;276,14;Slip-on;4,0;Facebook Ads
6873;27;Gerente de Projetos;SC;11684,78;2024-06-29;1;318,75;Slip-on;4,5;Google Ads
6874;31;Advogado;MG;12610,31;2024-02-17;1;342,21;Runner;4,5;Instagram
6875;34;Designer;AM;8334,4;2024-03-18;1;312,57;Classic;4,5;Google Ads
6876;26;Analista de Dados;BA;8382,33;2024-05-09;2;615,53;Classic;4,0;Google Ads
6877;38;Gerente de Projetos;MG;17097,55;2024-01-16;2;594,65;Runner;5,0;Indicação
6878;36;Desenvolvedor;SP;14101,62;2024-03-04;1;302,0;Classic;4,5;Outros
6879;32;Designer;SP;8094,44;2024-06-23;1;347,76;Runner;4,0;Facebook Ads
6880;28;Arquiteto;RS;9369,09;2024-01-12;3;1047,72;Classic;5,0;Facebook Ads
6881;33;Desenvolvedor;SP;8490,34;2024-06-04;1;317,2;Classic;4,5;Indicação
6882;29;Product Manager;ES;17196,84;2024-10-17;1;366,91;Classic;3,5;Indicação
6883;32;Médico;GO;20324,21;2024-03-21;2;604,05;Runner;4,0;Indicação
6884;30;Product Manager;RJ;11844,34;2024-11-17;1;346,34;Classic;4,5;Google Ads
6885;43;Administrador;SP;8929,88;2024-08-29;1;308,0;Slip-on;4,5;Indicação
6886;34;Product Manager;RS;19727,24;2024-12-27;1;370,81;Classic;4,5;Google Ads
6887;31;Designer;SP;9920,17;2024-05-22;1;302,43;Classic;4,5;Instagram
6888;29;Advogado;SP;9484,83;2024-03-30;2;574,92;Classic;4,5;SEO
6889;29;Jornalista;MS;4959,24;2024-12-07;1;385,88;Runner;5,0;Facebook Ads
6890;28;Outros;BA;7720,15;2024-03-02;1;310,61;Classic;4,5;LinkedIn
6891;32;Arquiteto;SP;8756,81;2024-09-09;1;288,07;Runner;5,0;LinkedIn
6892;28;Designer;MT;8201,38;2024-01-25;1;348,88;Runner;5,0;Google Ads
6893;25;UX/UI Designer;SP;6417,79;2024-07-11;1;370,42;Classic;4,5;Facebook Ads
6894;27;Desenvolvedor;SP;8599,28;2024-04-09;1;314,87;Slip-on;5,0;Indicação
6895;27;Designer;PR;8945,08;2024-01-30;1;316,15;Classic;5,0;Google Ads
6896;33;Designer;SC;9109,04;2024-11-27;2;644,99;Classic;5,0;YouTube
6897;32;Psicólogo;SP;6340,55;2024-07-17;2;506,76;Classic;4,5;Google Ads
6898;32;Médico;SP;19989,15;2024-05-25;2;637,53;Classic;5,0;SEO
6899;43;Analista de Dados;SP;17318,49;2024-07-13;2;619,99;Classic;5,0;Outros
6900;26;Gerente de Projetos;RJ;9989,35;2024-11-24;1;359,63;Classic;5,0;Google Ads
6901;25;Analista de Dados;PR;11314,65;2024-10-21;1;359,06;Classic;5,0;Instagram
6902;27;UX/UI Designer;RS;9896,95;2024-06-18;1;337,86;Runner;5,0;Outros
6903;25;Designer;GO;6919,06;2024-09-22;1;349,89;Slip-on;4,5;Facebook Ads
6904;25;Administrador;AL;8730,02;2024-07-09;1;343,57;Slip-on;4,5;Google Ads
6905;25;Product Manager;MG;10620,26;2024-10-15;1;348,55;Runner;5,0;Google Ads
6906;27;Designer;RJ;8540,14;2024-11-05;1;392,17;Runner;5,0;Google Ads
6907;26;Designer;MG;6648,95;2024-05-06;1;298,82;Classic;4,5;Facebook Ads
6908;26;Marketing;SP;9074,2;2024-01-29;2;626,17;Runner;4,0;Instagram
6909;34;Designer;MG;6618,78;2024-02-25;1;347,05;Runner;5,0;Google Ads
6910;29;UX/UI Designer;RS;10280,63;2024-05-03;1;380,17;Classic;5,0;Google Ads
6911;25;Marketing;RJ;5999,04;2024-02-24;2;630,44;Classic;5,0;Instagram
6912;41;Vendas;MG;8481,16;2024-05-24;1;354,34;Classic;5,0;Google Ads
6913;36;Designer;SE;10365,2;2024-07-13;1;326,65;Classic;4,5;Outros
6914;29;Desenvolvedor;SP;9093,25;2024-07-01;1;283,68;Classic;5,0;Facebook Ads
6915;35;Marketing;SP;8409,97;2024-07-24;2;622,16;Classic;5,0;Facebook Ads
6916;27;Desenvolvedor;SP;7340,33;2024-06-27;2;701,76;Classic;5,0;Instagram
6917;33;Desenvolvedor;BA;9813,11;2024-06-10;3;865,76;Runner;5,0;Google Ads
6918;31;Outros;SP;6312,07;2024-09-15;1;374,51;Runner;4,5;Facebook Ads
6919;27;Vendas;AP;6243,66;2024-08-19;1;332,38;Runner;4,0;Instagram
6920;27;Advogado;SP;8323,16;2024-05-21;3;1014,02;Classic;5,0;Instagram
6921;32;Desenvolvedor;MG;13362,09;2024-04-02;1;319,15;Classic;3,5;SEO
6922;30;Arquiteto;SP;9101,81;2024-08-19;1;380,82;Runner;4,5;Google Ads
6923;25;Professor;RJ;6313,24;2024-03-26;3;1001,52;Runner;5,0;LinkedIn
6924;30;Publicitário;RJ;6730,31;2024-04-29;1;295,97;Runner;5,0;Indicação
6925;29;Vendas;MG;7564,31;2024-04-11;3;870,26;Runner;4,5;Google Ads
6926;28;Desenvolvedor;CE;8960,17;2024-10-21;1;326,95;Classic;4,5;SEO
6927;28;Desenvolvedor;SC;9700,72;2024-06-08;3;977,03;Runner;4,5;Google Ads
6928;22;Gerente de Projetos;SP;10480,09;2024-01-08;2;727,52;Runner;5,0;Indicação
6929;22;Desenvolvedor;SP;7852,58;2024-08-19;1;383,7;Runner;5,0;Facebook Ads
6930;25;Contador;DF;5967,65;2024-02-04;2;806,77;Runner;5,0;Facebook Ads
6931;36;Gerente de Projetos;MG;16197,15;2024-12-09;1;297,65;Classic;5,0;SEO
6932;25;Contador;SP;6822,92;2024-09-11;2;658,99;Classic;4,5;Google Ads
6933;38;Publicitário;MG;8785,51;2024-09-17;1;323,75;Runner;5,0;Google Ads
6934;36;Professor;RJ;5957,47;2024-12-23;1;364,01;Runner;3,5;Google Ads
6935;29;Outros;RS;8212,71;2024-03-12;2;535,63;Runner;5,0;Facebook Ads
6936;34;Publicitário;MG;7308,61;2024-05-05;2;562,86;Slip-on;4,5;Outros
6937;31;Desenvolvedor;SP;11319,11;2024-07-04;1;320,45;Classic;3,5;Google Ads
6938;28;Desenvolvedor;SP;7600,45;2024-04-07;1;284,59;Classic;3,5;Google Ads
6939;34;Analista de Dados;MS;9162,72;2024-05-21;1;332,34;Slip-on;5,0;Indicação
6940;27;Contador;SP;6001,8;2024-10-28;1;317,14;Classic;4,5;Facebook Ads
6941;25;Consultor;RS;11874,55;2024-03-26;3;1042,02;Runner;4,0;SEO
6942;22;Desenvolvedor;SP;9254,82;2024-10-17;1;340,23;Classic;5,0;Google Ads
6943;27;Professor;SP;6134,4;2024-11-18;1;317,62;Classic;4,0;Outros
6944;28;Advogado;DF;8443,3;2024-10-20;3;866,88;Runner;5,0;Indicação
6945;29;Designer;RJ;7955,71;2024-12-14;1;330,68;Slip-on;4,5;Instagram
6946;26;Marketing;MG;6595,67;2024-01-22;1;351,81;Runner;4,5;LinkedIn
6947;27;Psicólogo;SP;7894,81;2024-09-23;1;268,28;Classic;5,0;Google Ads
6948;29;Professor;MG;6408,6;2024-06-21;2;602,37;Classic;5,0;YouTube
6949;26;Designer;SE;7552,59;2024-02-10;1;311,75;Classic;5,0;Google Ads
6950;24;Desenvolvedor;RJ;7222,51;2024-07-13;1;369,17;Runner;5,0;Google Ads
6951;32;Marketing;GO;7820,44;2024-05-09;2;557,46;Classic;4,5;Indicação
6952;32;Desenvolvedor;MG;10703,81;2024-02-09;1;321,56;Classic;5,0;Facebook Ads
6953;22;Designer;RN;7243,66;2024-09-04;1;357,77;Runner;5,0;LinkedIn
6954;26;Outros;MA;5862,83;2024-10-27;1;335,14;Classic;5,0;Facebook Ads
6955;35;Desenvolvedor;RS;9102,34;2024-03-10;1;295,75;Slip-on;4,5;Google Ads
6956;32;Outros;RJ;7079,0;2024-01-02;3;935,56;Slip-on;4,0;Indicação
6957;28;Outros;MT;7190,14;2024-07-08;1;334,95;Slip-on;5,0;SEO
6958;25;Jornalista;RR;5643,74;2024-05-09;2;580,13;Classic;3,5;Google Ads
6959;27;Contador;SP;8563,86;2024-09-27;1;373,12;Runner;5,0;Instagram
6960;35;Desenvolvedor;RJ;10423,81;2024-01-24;3;1067,08;Slip-on;4,0;Indicação
6961;25;Analista de Dados;RJ;8393,2;2024-06-02;1;373,9;Classic;4,0;LinkedIn
6962;30;Outros;RJ;6177,69;2024-03-22;1;317,81;Classic;3,5;Indicação
6963;35;Desenvolvedor;SP;8951,77;2024-12-26;1;359,29;Runner;5,0;Facebook Ads
6964;25;Desenvolvedor;PR;10188,29;2024-04-30;2;788,64;Slip-on;5,0;Google Ads
6965;30;Vendas;SP;8186,11;2024-08-14;3;966,72;Classic;5,0;SEO
6966;28;Desenvolvedor;SC;9320,35;2024-05-02;2;679,64;Runner;4,5;Indicação
6967;27;Designer;MG;5897,16;2024-10-07;3;836,89;Classic;5,0;Facebook Ads
6968;26;Vendas;PR;6998,16;2024-06-12;1;290,71;Classic;4,5;Indicação
6969;23;Designer;RS;6805,1;2024-01-28;2;648,07;Classic;5,0;Indicação
6970;26;Designer;DF;6654,87;2024-12-24;1;288,61;Runner;5,0;Indicação
6971;31;Product Manager;GO;17949,76;2024-09-29;1;335,23;Classic;4,5;Facebook Ads
6972;39;Vendas;BA;10202,19;2024-10-16;1;378,21;Classic;5,0;Indicação
6973;26;Product Manager;SP;12011,08;2024-04-12;1;301,83;Slip-on;4,5;SEO
6974;26;Desenvolvedor;RS;11313,28;2024-05-03;2;600,35;Classic;5,0;SEO
6975;44;Psicólogo;SP;9627,65;2024-05-31;1;354,51;Runner;4,5;Facebook Ads
6976;27;Designer;SP;7167,79;2024-10-01;1;300,72;Classic;4,5;Indicação
6977;31;Designer;RJ;9068,11;2024-07-17;1;321,63;Classic;4,5;Facebook Ads
6978;35;Product Manager;DF;16982,42;2024-08-07;1;332,05;Runner;4,5;SEO
6979;27;Analista de Dados;GO;11599,6;2024-12-09;1;342,85;Classic;5,0;Instagram
6980;29;Consultor;SP;12271,72;2024-11-13;1;349,91;Slip-on;4,5;LinkedIn
6981;44;Designer;PR;11727,39;2024-05-10;1;290,15;Classic;5,0;Google Ads
6982;23;Advogado;SP;7349,08;2024-04-19;1;295,94;Classic;5,0;Google Ads
6983;36;Jornalista;SP;5583,82;2024-09-12;2;638,57;Runner;4,0;Indicação
6984;32;Consultor;PE;15631,03;2024-12-12;1;326,84;Runner;5,0;Facebook Ads
6985;30;Desenvolvedor;SP;11278,72;2024-08-09;1;401,23;Classic;5,0;Facebook Ads
6986;30;Psicólogo;RJ;7435,26;2024-10-28;1;327,4;Runner;5,0;Instagram
6987;28;Desenvolvedor;SP;11825,73;2024-04-23;1;329,03;Slip-on;5,0;Facebook Ads
6988;26;Marketing;PR;7872,12;2024-06-11;2;563,67;Slip-on;4,5;LinkedIn
6989;22;Desenvolvedor;RJ;6599,42;2024-08-27;1;310,15;Slip-on;5,0;SEO
6990;28;UX/UI Designer;BA;6746,23;2024-02-01;2;667,47;Runner;4,5;Google Ads
6991;24;Engenheiro;RJ;8514,72;2024-06-25;1;287,49;Classic;4,5;Google Ads
6992;23;Gerente de Projetos;SP;11647,67;2024-09-10;1;306,89;Slip-on;5,0;Facebook Ads
6993;33;Desenvolvedor;DF;9940,97;2024-04-05;2;582,42;Runner;4,5;Facebook Ads
6994;26;Administrador;SP;8967,4;2024-09-27;1;335,56;Runner;4,5;Facebook Ads
6995;26;Médico;PR;18202,08;2024-08-17;1;310,96;Runner;4,5;SEO
6996;28;Vendas;RJ;8490,72;2024-04-28;2;695,24;Runner;4,5;Google Ads
6997;26;Product Manager;AL;10735,66;2024-12-07;1;353,47;Slip-on;4,5;Google Ads
6998;32;Marketing;DF;8084,06;2024-03-03;3;817,42;Runner;5,0;LinkedIn
6999;25;Desenvolvedor;ES;9770,06;2024-06-29;1;334,79;Classic;4,5;Google Ads
7000;30;Designer;SP;7614,64;2024-12-22;1;328,09;Classic;4,5;Facebook Ads
7001;29;Arquiteto;SP;11501,53;2024-02-09;2;711,3;Classic;5,0;Facebook Ads
7002;32;Desenvolvedor;SP;10217,59;2024-11-04;1;305,38;Classic;4,5;Google Ads
7003;27;Product Manager;RJ;16007,57;2024-04-19;1;358,22;Classic;5,0;Indicação
7004;30;Publicitário;RJ;9703,17;2024-08-14;1;380,76;Classic;5,0;Outros
7005;36;Contador;SP;8007,36;2024-08-29;2;699,22;Slip-on;4,0;Indicação
7006;30;Product Manager;RJ;12664,16;2024-06-01;1;361,68;Classic;4,0;Google Ads
7007;34;Arquiteto;SP;11588,34;2024-08-26;1;326,12;Classic;4,0;LinkedIn
7008;27;Administrador;DF;7353,01;2024-05-12;1;288,08;Runner;5,0;Google Ads
7009;34;Marketing;MG;9482,92;2024-11-01;1;270,27;Runner;5,0;Indicação
7010;36;Vendas;SC;9050,18;2024-07-16;1;288,74;Classic;5,0;Indicação
7011;34;Vendas;RS;9730,55;2024-04-25;1;305,94;Classic;5,0;LinkedIn
7012;28;Vendas;SP;8194,06;2024-08-19;1;341,27;Classic;5,0;Google Ads
7013;25;Jornalista;PE;4513,69;2024-10-15;1;293,2;Slip-on;4,5;YouTube
7014;25;Professor;RJ;6974,35;2024-04-12;1;296,46;Runner;4,5;Google Ads
7015;23;Designer;MG;5314,54;2024-06-17;1;401,25;Runner;5,0;LinkedIn
7016;22;UX/UI Designer;SP;8763,85;2024-01-04;2;705,81;Runner;5,0;Google Ads
7017;35;Designer;SP;7070,99;2024-07-29;1;326,08;Slip-on;4,5;Facebook Ads
7018;31;Designer;RJ;6678,05;2024-06-14;3;1038,75;Classic;5,0;Facebook Ads
7019;28;Arquiteto;SC;8402,45;2024-09-23;1;292,39;Classic;5,0;Indicação
7020;29;Outros;SP;6336,63;2024-05-25;3;995,46;Classic;5,0;Outros
7021;27;Outros;SP;5441,32;2024-01-13;1;334,69;Classic;3,5;Facebook Ads
7022;24;Médico;DF;18797,45;2024-04-19;1;371,83;Classic;4,5;Indicação
7023;30;Gerente de Projetos;RJ;13451,06;2024-10-19;1;277,31;Classic;4,5;Outros
7024;25;Arquiteto;MG;6536,83;2024-03-11;1;346,72;Classic;3,5;Google Ads
7025;36;Arquiteto;MT;12048,28;2024-05-17;1;340,68;Classic;3,5;Google Ads
7026;29;Vendas;MG;8065,65;2024-07-30;1;391,96;Classic;5,0;Facebook Ads
7027;28;Designer;SP;7230,19;2024-11-21;1;263,93;Classic;3,5;Indicação
7028;44;Gerente de Projetos;SC;16005,65;2024-08-09;2;611,67;Slip-on;5,0;Facebook Ads
7029;35;Gerente de Projetos;SP;16758,31;2024-05-31;2;784,35;Runner;4,0;YouTube
7030;32;Designer;DF;8148,17;2024-12-03;1;319,3;Classic;4,5;Facebook Ads
7031;25;Arquiteto;RS;7392,5;2024-11-17;1;307,21;Classic;5,0;Google Ads
7032;29;Arquiteto;GO;7808,67;2024-01-15;1;299,8;Classic;4,5;Indicação
7033;27;Engenheiro;RJ;8279,17;2024-03-07;2;672,84;Slip-on;3,5;SEO
7034;29;Arquiteto;SP;10158,26;2024-06-19;1;280,43;Slip-on;4,0;Facebook Ads
7035;29;Designer;MA;7500,46;2024-11-10;2;537,27;Classic;5,0;Google Ads
7036;37;Desenvolvedor;RJ;14415,15;2024-10-04;1;332,78;Classic;4,5;Indicação
7037;30;Vendas;SP;5757,57;2024-12-11;2;603,96;Classic;5,0;YouTube
7038;27;Product Manager;MS;10650,78;2024-08-16;1;316,46;Classic;4,0;Outros
7039;27;Psicólogo;AM;8169,82;2024-05-15;1;365,21;Classic;4,5;Facebook Ads
7040;35;Designer;SP;8875,27;2024-05-11;1;372,38;Classic;4,5;Google Ads
